Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved,AgeNorm,DebtNorm,YearsEmployedNorm,CreditScoreNorm,IncomeNorm,AgeLog,DebtLog,YearsEmployedLog,CreditScoreLog,IncomeLog
1,63.33,0.54,1,1,Energy,White,0.585,1,1,3,1,ByBirth,00180,0,0,2.6746385283093272,-0.8493976823569701,-0.4900382094532568,0.12297171803217832,-0.19556051634407481,2.1883442953704098,-1.1592718371068402,-0.4976404075283823,0.7539556212763365,-0.9341639144381613
1,27.83,1.5,1,1,Industrials,White,2.25,0,1,1,1,ByBirth,00100,3,0,-0.3167768747875819,-0.6564272815895907,0.007525136797863474,-0.2883268922793307,-0.19498469598714516,-0.18708707158476778,-0.5820264885724602,0.4540540209348871,0.007192585449686604,-0.49910016388441425
0,26.17,2.0,1,1,Research,Other,0.0,0,0,0,1,ByBirth,00276,1,0,-0.45665714434084553,-0.5559218645232473,-0.6648577635414882,-0.49397619743508525,-0.19536857622509826,-0.36260256566749416,-0.36480777995358116,-1.108075678098596,-0.7395704503769633,-0.7166320391612877
1,22.17,0.585,0,0,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00100,0,0,-0.7937180348306381,-0.8403521948209992,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,-0.8339394853900284,-1.1249570178404265,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,22.5,11.5,0,0,CommunicationServices,White,1.5,0,0,0,1,ByBirth,00000,4000,0,-0.7659105113652304,1.3536810597372777,-0.2166024966485871,-0.49397619743508525,0.5721999595621557,-0.7920840827742887,1.335464953957783,0.10632969892221877,-0.7395704503769633,1.6688540283967286
1,30.75,1.585,1,1,Real Estate,White,0.585,0,0,0,1,ByOtherMeans,00000,0,0,-0.07072242473003314,-0.6393413606883124,-0.4900382094532568,-0.49397619743508525,-0.19556051634407481,0.0984473048409531,-0.5421921485628389,-0.4976404075283823,-0.7395704503769633,-0.9341639144381613
1,36.67,2.0,1,1,ConsumerDiscretionary,White,0.25,0,0,0,1,ByBirth,00221,0,0,0.42812769319486005,-0.5559218645232473,-0.5901485523926714,-0.49397619743508525,-0.19556051634407481,0.6044599335291708,-0.36480777995358116,-0.8123325049583112,-0.7395704503769633,-0.9341639144381613
0,16.0,0.165,1,1,ConsumerStaples,White,1.0,0,1,2,1,ByBirth,00320,1,0,-1.3136344584111435,-0.9247767451567277,-0.3660209189462208,-0.0826775871235762,-0.19536857622509826,-1.750375641057514,-1.4917467384041723,-0.18941347421806598,0.44402095833296623,-0.7166320391612877
1,41.17,1.335,1,1,Real Estate,White,0.165,0,0,0,0,ByBirth,00168,0,0,0.8073211949958767,-0.689594069221484,-0.615549684183269,-0.49397619743508525,-0.19556051634407481,0.9384400787490093,-0.6633742012358949,-0.9056668761680456,-0.7395704503769633,-0.9341639144381613
0,19.5,0.165,1,1,Materials,White,0.04,0,0,0,1,ByBirth,00380,0,0,-1.018706179232575,-0.9247767451567277,-0.6529042897576776,-0.49397619743508525,-0.19556051634407481,-1.1962978131019868,-1.4917467384041723,-1.0560945292262123,-0.7395704503769633,-0.9341639144381613
1,32.42,3.0,1,1,Real Estate,White,0.165,0,0,0,1,ByBirth,00120,0,0,0.07000049704945542,-0.3549110303905605,-0.615549684183269,-0.49397619743508525,-0.19556051634407481,0.2501635146490185,-0.02206208729037201,-0.9056668761680456,-0.7395704503769633,-0.9341639144381613
0,36.75,4.71,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,00160,0,0,0.43486891100465574,-0.011182504023665961,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,0.6107386629620696,0.40198812884323953,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
0,30.25,5.5,1,1,Financials,White,5.5,0,0,0,1,ByOtherMeans,00100,0,0,-0.11285503604125721,0.14761605494115665,0.9787448817324826,-0.49397619743508525,-0.19556051634407481,0.05146798548490679,0.5563740703585983,1.372716224815417,-0.7395704503769633,-0.9341639144381613
1,23.08,2.5,1,1,Healthcare,Latino,0.085,0,0,0,1,ByBirth,00100,4208,0,-0.7170366822442106,-0.4554164474569039,-0.6394566317508905,-0.49397619743508525,0.6121235043092796,-0.7199246325867877,-0.18115197866706215,-0.9999536908137862,-0.7395704503769633,1.6847592806340657
1,26.83,0.54,1,1,Financials,Latino,0.0,0,0,0,0,ByBirth,00100,0,0,-0.40104209741003005,-0.8493976823569701,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,-0.291567916439064,-1.1592718371068402,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,16.92,0.335,0,0,Financials,White,0.29,0,0,0,0,ByOtherMeans,00200,0,0,-1.2361104535984908,-0.890604903354171,-0.5781950786088607,-0.49397619743508525,-0.19556051634407481,-1.5943908513508263,-1.3294652983202053,-0.7705857652879792,-0.7395704503769633,-0.9341639144381613
1,24.42,2.0,1,1,Education,Other,0.165,0,1,2,0,ByBirth,00320,1300,0,-0.6041212839301298,-0.5559218645232473,-0.615549684183269,-0.0826775871235762,0.053961638325450104,-0.5596466501595032,-0.36480777995358116,-0.9056668761680456,0.44402095833296623,1.3162914893795667
1,42.83,1.25,1,1,CommunicationServices,White,13.875,0,1,1,1,ByBirth,00352,112,0,0.9472014645491403,-0.7066799901227625,3.4815034552178474,-0.2883268922793307,-0.17406322301870036,1.0527099475408186,-0.7075534726167906,2.469946192054916,0.007192585449686604,0.5494424049798959
0,22.75,6.165,1,1,ConsumerStaples,White,0.165,0,0,0,0,ByBirth,00220,1000,0,-0.7448442057096183,0.2812882596393934,-0.615549684183269,-0.49397619743508525,-0.0036203973675171864,-0.7607649018752223,0.6724238715376145,-0.9056668761680456,-0.7395704503769633,1.2340255049553286
1,39.42,1.71,0,0,CommunicationServices,White,0.165,0,0,0,0,ByOtherMeans,00400,0,0,0.6598570554065925,-0.6142150064217266,-0.615549684183269,-0.49397619743508525,-0.19556051634407481,0.8129978569201969,-0.4859303064125063,-0.9056668761680456,-0.7395704503769633,-0.9341639144381613
0,23.58,11.5,0,0,Financials,Black,3.0,0,0,0,1,ByBirth,00020,16,0,-0.6749040709329865,1.3536810597372777,0.23165277024431405,-0.49397619743508525,-0.1924894744404499,-0.6590997426188148,1.335464953957783,0.729248729662464,-0.7395704503769633,-0.04501045745643741
1,21.42,0.75,0,0,Transport,Other,0.75,0,0,0,1,ByBirth,00132,2,0,-0.8569169517974742,-0.8071854071891059,-0.44073013009503764,-0.49397619743508525,-0.1951766361061217,-0.9313260398871785,-1.0069705932711728,-0.3663892260873639,-0.7395704503769633,-0.5893840494127651
1,33.0,2.5,0,0,Industrials,White,7.0,0,0,0,1,ByBirth,00280,0,0,0.11887432617047519,-0.4554164474569039,1.4270001486253838,-0.49397619743508525,-0.19556051634407481,0.3010869983417335,-0.18115197866706215,1.647910933542994,-0.7395704503769633,-0.9341639144381613
1,26.33,13.0,1,1,Education,Other,0.0,0,0,0,1,ByBirth,00140,1110,0,-0.4431747087212541,1.655197310936308,-0.6648577635414882,-0.49397619743508525,0.017493015719904154,-0.3452248424862172,1.4704852505411585,-1.108075678098596,-0.7395704503769633,1.2667459627891304
0,45.0,4.585,1,1,Financials,Black,1.0,0,0,0,1,ByOtherMeans,00240,0,0,1.130056997639853,-0.036308858290251815,-0.3660209189462208,-0.49397619743508525,-0.19556051634407481,1.1957280394427068,0.3756168791169186,-0.18941347421806598,-0.7395704503769633,-0.9341639144381613
1,26.25,1.54,1,1,Industrials,White,0.125,0,0,0,0,ByBirth,00100,0,0,-0.44991592653104984,-0.6483868482242833,-0.6275031579670798,-0.49397619743508525,-0.19556051634407481,-0.3539009497662909,-0.5631149102280378,-0.951972001779199,-0.7395704503769633,-0.9341639144381613
1,28.17,0.585,1,1,ConsumerStaples,White,0.04,0,0,0,0,ByBirth,00260,1004,0,-0.28812669909594923,-0.8403521948209992,-0.6529042897576776,-0.49397619743508525,-0.002852636891610956,-0.1523875054216846,-1.1249570178404265,-1.0560945292262123,-0.7395704503769633,1.2352770805231919
0,20.83,0.5,0,0,Education,Other,1.0,0,0,0,0,ByBirth,00260,0,0,-0.9066334331447189,-0.8574381157222776,-0.3660209189462208,-0.49397619743508525,-0.19556051634407481,-1.0102543167116291,-1.1906263945576916,-0.18941347421806598,-0.7395704503769633,-0.9341639144381613
1,28.67,14.5,1,1,Real Estate,White,0.125,0,0,0,0,ByBirth,00000,286,0,-0.24599408778472515,1.9567135621353382,-0.6275031579670798,-0.49397619743508525,-0.14066564231677933,-0.10208658398229342,1.5917496024177815,-0.951972001779199,-0.7395704503769633,0.8419636007827351
1,20.67,0.835,0,0,Energy,White,2.0,0,0,0,1,ByOtherMeans,00240,0,0,-0.9201158687643104,-0.7900994862878276,-0.06718407435095339,-0.49397619743508525,-0.19556051634407481,-1.0320264423088719,-0.9504638381174736,0.34796946588189764,-0.7395704503769633,-0.9341639144381613
1,34.42,1.335,1,1,ConsumerDiscretionary,Asian,0.125,0,0,0,1,ByBirth,00440,4500,0,0.2385309422943517,-0.689594069221484,-0.6275031579670798,-0.49397619743508525,0.6681700190504345,0.4221837419040641,-0.6633742012358949,-0.951972001779199,-0.7395704503769633,1.7058094171147904
1,33.58,0.25,1,1,ConsumerDiscretionary,Asian,4.0,0,0,0,1,ByOtherMeans,00420,0,0,0.16774815529149498,-0.9076908242554493,0.5304896148395815,-0.49397619743508525,-0.19556051634407481,0.351149092675634,-1.4078451031765706,1.0249919028027485,-0.7395704503769633,-0.9341639144381613
1,43.17,5.0,1,1,ConsumerDiscretionary,Asian,2.25,0,0,0,1,ByBirth,00141,0,0,0.975851640240773,0.04711063787481323,0.007525136797863474,-0.49397619743508525,-0.19556051634407481,1.0755799679761517,0.46101083465052917,0.4540540209348871,-0.7395704503769633,-0.9341639144381613
0,22.67,7.0,1,1,Energy,White,0.165,0,0,0,0,ByBirth,00160,0,0,-0.751585423519414,0.44913230614018695,-0.615549684183269,-0.49397619743508525,-0.19556051634407481,-0.7707510268327405,0.8037565273137383,-0.9056668761680456,-0.7395704503769633,-0.9341639144381613
0,24.33,2.5,0,0,ConsumerDiscretionary,Asian,4.5,0,0,0,0,ByBirth,00200,456,0,-0.6117051539661504,-0.4554164474569039,0.6799080371372151,-0.49397619743508525,-0.10803582209076454,-0.570143888666532,-0.18115197866706215,1.1513111929722029,-0.7395704503769633,0.9879586893385047
0,56.83,4.25,0,0,Healthcare,Latino,5.0,0,0,0,1,ByBirth,00000,4,0,2.1269145812634145,-0.1036474877247019,0.8293264594348488,-0.49397619743508525,-0.1947927558681686,1.8730886738736228,0.301920943273839,1.2666316697624276,-0.7395704503769633,-0.42907054169925507
1,22.08,11.46,1,1,Financials,White,1.585,0,0,0,1,ByBirth,00100,1212,0,-0.8013019048666588,1.3456406263719705,-0.1912013648579894,-0.49397619743508525,0.037070907855513036,-0.8454580792969469,1.3316463467786452,0.1506424595408541,-0.7395704503769633,1.294311761634187
1,34.0,5.5,0,0,Energy,White,1.5,0,0,0,1,ByBirth,00060,0,0,0.20313954879292334,0.14761605494115665,-0.2166024966485871,-0.49397619743508525,-0.19556051634407481,0.3868795263523724,0.5563740703585983,0.10632969892221877,-0.7395704503769633,-0.9341639144381613
1,22.58,1.5,0,0,ConsumerStaples,White,0.54,0,0,0,1,ByBirth,00120,67,0,-0.7591692935554346,-0.6564272815895907,-0.5034858674600438,-0.49397619743508525,-0.18270052837264547,-0.7820258403784153,-0.5820264885724602,-0.5358131090581945,-0.7395704503769633,0.39005329309730963
1,21.17,0.0,1,1,Energy,White,0.5,0,0,0,1,ByOtherMeans,00000,0,0,-0.8779832574530863,-0.957943532788621,-0.5154393412438545,-0.49397619743508525,-0.19556051634407481,-0.9645135930208162,-1.673699316498593,-0.5706927379986325,-0.7395704503769633,-0.9341639144381613
1,26.67,14.585,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,1,ByBirth,00178,0,0,-0.41452453302962144,1.9737994830366168,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,-0.30863252574016625,1.598265261295061,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,22.92,0.17,1,1,CommunicationServices,White,0.085,0,0,0,0,ByOtherMeans,00000,0,0,-0.730519117863802,-0.9237716909860643,-0.6394566317508905,-0.49397619743508525,-0.19556051634407481,-0.7396556055075494,-1.486644356215975,-0.9999536908137862,-0.7395704503769633,-0.9341639144381613
1,15.17,7.0,1,1,Education,White,1.0,0,0,0,0,ByBirth,00600,0,0,-1.3835745931877754,0.44913230614018695,-0.3660209189462208,-0.49397619743508525,-0.19556051634407481,-1.8985221541409083,0.8037565273137383,-0.18941347421806598,-0.7395704503769633,-0.9341639144381613
1,39.92,5.0,1,1,ConsumerDiscretionary,Asian,0.21,0,0,0,0,ByBirth,00550,0,0,0.7019896667178165,0.04711063787481323,-0.6021020261764821,-0.49397619743508525,-0.19556051634407481,0.8493842873963361,0.46101083465052917,-0.8554370977596881,-0.7395704503769633,-0.9341639144381613
1,27.42,12.5,1,1,ConsumerStaples,Asian,0.25,0,0,0,1,ByBirth,00720,0,0,-0.35132561606278534,1.5546918938699645,-0.5901485523926714,-0.49397619743508525,-0.19556051634407481,-0.22947907459500533,1.4271566785323315,-0.8123325049583112,-0.7395704503769633,-0.9341639144381613
1,24.75,0.54,1,1,CommunicationServices,White,1.0,0,0,0,1,ByBirth,00120,1,0,-0.576313760464722,-0.8493976823569701,-0.3660209189462208,-0.49397619743508525,-0.19536857622509826,-0.5214722087740332,-1.1592718371068402,-0.18941347421806598,-0.7395704503769633,-0.7166320391612877
1,41.17,1.25,0,0,Industrials,White,0.25,0,0,0,0,ByBirth,00000,195,0,0.8073211949958767,-0.7066799901227625,-0.5901485523926714,-0.49397619743508525,-0.15813219314364607,0.9384400787490093,-0.7075534726167906,-0.8123325049583112,-0.7395704503769633,0.7222781976414889
0,33.08,1.625,1,1,Real Estate,White,0.54,0,0,0,1,ByBirth,00000,0,0,0.12561554398027092,-0.6313009273230049,-0.5034858674600438,-0.49397619743508525,-0.19556051634407481,0.30804266541267117,-0.5238976713302715,-0.5358131090581945,-0.7395704503769633,-0.9341639144381613
1,29.83,2.04,0,0,Utilities,Black,0.04,0,0,0,0,ByBirth,00128,1,0,-0.14824642954268558,-0.5478814311579399,-0.6529042897576776,-0.49397619743508525,-0.19536857622509826,0.011420767186164927,-0.34902735826019265,-1.0560945292262123,-0.7395704503769633,-0.7166320391612877
0,23.58,0.585,0,0,Healthcare,Latino,0.125,0,0,0,0,ByBirth,00120,87,0,-0.6749040709329865,-0.8403521948209992,-0.6275031579670798,-0.49397619743508525,-0.1788617259931143,-0.6590997426188148,-1.1249570178404265,-0.951972001779199,-0.7395704503769633,0.47096835878674054
1,26.17,12.5,0,0,Financials,Black,1.25,0,0,0,1,ByBirth,00000,17,0,-0.45665714434084553,1.5546918938699645,-0.29131170779740395,-0.49397619743508525,-0.19229753432147334,-0.36260256566749416,1.4271566785323315,-0.03330979789866904,-0.7395704503769633,-0.027072309110495667
1,31.0,2.085,1,1,Energy,White,0.085,0,0,0,0,ByBirth,00300,0,0,-0.0496561190744211,-0.538835943621969,-0.6394566317508905,-0.49397619743508525,-0.19556051634407481,0.12166024718095436,-0.3315206926062392,-0.9999536908137862,-0.7395704503769633,-0.9341639144381613
1,20.75,5.085,0,0,Research,White,0.29,0,0,0,0,ByBirth,00140,184,0,-0.9133746509545146,0.06419655877609161,-0.5781950786088607,-0.49397619743508525,-0.16024353445238823,-1.0211203591197318,0.47777062706899187,-0.7705857652879792,-0.7395704503769633,0.7041516180934304
1,28.92,0.375,1,1,Energy,White,0.29,0,0,0,0,ByBirth,00220,140,0,-0.2249277821291131,-0.8825644699888634,-0.5781950786088607,-0.49397619743508525,-0.16868889968735676,-0.07725311913392773,-1.294292133690216,-0.7705857652879792,-0.7395704503769633,0.6189160798846867
0,51.92,6.5,1,1,ConsumerDiscretionary,Asian,3.085,0,0,0,1,ByBirth,00073,0,0,1.7131723381871944,0.3486268890738435,0.25705390203491174,-0.49397619743508525,-0.19556051634407481,1.6104911156232142,0.7268650479725512,0.7571173382758214,-0.7395704503769633,-0.9341639144381613
0,22.67,0.335,1,1,Materials,White,0.75,0,0,0,0,ByOtherMeans,00160,0,0,-0.751585423519414,-0.890604903354171,-0.44073013009503764,-0.49397619743508525,-0.19556051634407481,-0.7707510268327405,-1.3294652983202053,-0.3663892260873639,-0.7395704503769633,-0.9341639144381613
1,34.0,5.085,0,0,ConsumerDiscretionary,Asian,1.085,0,0,0,1,ByBirth,00480,0,0,0.20313954879292334,0.06419655877609161,-0.3406197871556231,-0.49397619743508525,-0.19556051634407481,0.3868795263523724,0.47777062706899187,-0.13425021239858018,-0.7395704503769633,-0.9341639144381613
0,69.5,6.0,1,1,Healthcare,Latino,0.0,0,0,0,0,ByOtherMeans,00000,0,0,3.1945549518898324,0.2481214720075001,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,2.4594072723039653,0.6446666359370482,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
0,40.33,8.125,0,0,Financials,White,0.165,0,1,2,0,ByBirth,00000,18,0,0.73653840799302,0.6752694945394596,-0.615549684183269,-0.0826775871235762,-0.1921055942024968,0.8788909230484736,0.9605171815458707,-0.9056668761680456,0.44402095833296623,-0.010104276398551899
0,19.58,0.665,0,0,Energy,White,1.0,0,1,1,0,ByBirth,02000,2,0,-1.011964961422779,-0.8242713280903843,-0.3660209189462208,-0.2883268922793307,-0.1951766361061217,-1.1847704957977814,-1.0662914110329673,-0.18941347421806598,0.007192585449686604,-0.5893840494127651
1,16.0,3.125,1,1,Industrials,White,0.085,0,1,1,0,ByBirth,00000,6,0,-1.3136344584111435,-0.3297846761239746,-0.6394566317508905,-0.2883268922793307,-0.19440887563021547,-1.750375641057514,0.014599402854795529,-0.9999536908137862,0.007192585449686604,-0.3234747336752096
1,17.08,0.25,1,1,Materials,White,0.335,0,1,4,0,ByBirth,00160,8,0,-1.2226280179788995,-0.9076908242554493,-0.5647474206020736,0.32862102318793285,-0.19402499539226237,-1.568082811671096,-1.4078451031765706,-0.7251407621279651,0.994359622732313,-0.24460418438736906
1,31.25,2.835,1,1,Healthcare,Latino,0.0,0,1,5,0,ByBirth,00176,146,0,-0.028589813418809062,-0.3880778180224538,-0.6648577635414882,0.5342703283436874,-0.16753725897349742,0.14469254222475308,-0.07224991067561326,-1.108075678098596,1.1907839941596159,0.6319943121131381
1,25.17,3.0,1,1,Energy,White,1.25,0,1,1,0,ByBirth,00000,22,0,-0.5409223669632937,-0.3549110303905605,-0.29131170779740395,-0.2883268922793307,-0.19133783372659055,-0.47358800980337723,-0.02206208729037201,-0.03330979789866904,0.007192585449686604,0.04985500079404279
0,22.67,0.79,1,1,ConsumerDiscretionary,White,0.085,0,0,0,0,ByBirth,00144,0,0,-0.751585423519414,-0.7991449738237983,-0.6394566317508905,-0.49397619743508525,-0.19556051634407481,-0.7707510268327405,-0.9800450536345476,-0.9999536908137862,-0.7395704503769633,-0.9341639144381613
1,40.58,1.5,1,1,ConsumerDiscretionary,Asian,0.0,0,0,0,0,ByOtherMeans,00300,0,0,0.757604713648632,-0.6564272815895907,-0.6648577635414882,-0.49397619743508525,-0.19556051634407481,0.8967394572800861,-0.5820264885724602,-1.108075678098596,-0.7395704503769633,-0.9341639144381613
1,22.25,0.46,1,1,Financials,White,0.125,0,0,0,1,ByBirth,00280,55,0,-0.7869768170208424,-0.865478549087585,-0.6275031579670798,-0.49397619743508525,-0.18500380980036416,-0.82373823452725,-1.2228284743063946,-0.951972001779199,-0.7395704503769633,0.329120892155411
0,22.25,1.25,0,0,Healthcare,Latino,3.25,0,0,0,0,ByBirth,00280,0,0,-0.7869768170208424,-0.7066799901227625,0.3063619813931309,-0.49397619743508525,-0.19556051634407481,-0.82373823452725,-0.7075534726167906,0.8095975361631537,-0.7395704503769633,-0.9341639144381613
1,22.5,0.125,0,0,Financials,White,0.125,0,0,0,0,ByBirth,00200,70,0,-0.7659105113652304,-0.9328171785220352,-0.6275031579670798,-0.49397619743508525,-0.18212470801571579,-0.7920840827742887,-1.5333720872209011,-0.951972001779199,-0.7395704503769633,0.4036021089462433
1,23.58,1.79,1,1,Energy,White,0.54,0,0,0,1,ByBirth,00136,1,0,-0.6749040709329865,-0.5981341396911115,-0.5034858674600438,-0.49397619743508525,-0.19536857622509826,-0.6590997426188148,-0.45126882415679187,-0.5358131090581945,-0.7395704503769633,-0.7166320391612877
1,38.42,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,00225,500,0,0.5755918327841443,-0.8162308947250768,-0.552793946818263,-0.0826775871235762,-0.09959045685579601,0.738854826932727,-1.0380074852302172,-0.6860132147888574,0.44402095833296623,1.0168069918190157
0,26.58,2.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,00180,60,0,-0.42210840306564207,-0.4473760140915964,-0.6648577635414882,-0.49397619743508525,-0.18404410920548137,-0.3182747839657451,-0.1676131463836824,-1.108075678098596,-0.7395704503769633,0.35596050037646537
1,35.0,2.5,1,1,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,00210,0,0,0.2874047714153715,-0.4554164474569039,-0.3660209189462208,-0.49397619743508525,-0.19556051634407481,0.4702550391397211,-0.18115197866706215,-0.18941347421806598,-0.7395704503769633,-0.9341639144381613
1,20.42,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,00108,7,0,-0.9411821744199224,-0.7398467777546558,-0.2166024966485871,-0.49397619743508525,-0.19421693551123892,-1.0663693082312802,-0.798292454701572,0.10632969892221877,-0.7395704503769633,-0.2815682886075408
1,29.42,1.25,1,1,Industrials,White,1.75,0,0,0,0,ByBirth,00200,0,0,-0.18279517081788904,-0.7066799901227625,-0.14189328549977023,-0.49397619743508525,-0.19556051634407481,-0.028202692892746215,-0.7075534726167906,0.23264898909167267,-0.7395704503769633,-0.9341639144381613
1,26.17,0.835,1,1,InformationTechnology,White,1.165,0,0,0,0,ByBirth,00100,0,0,-0.45665714434084553,-0.7900994862878276,-0.31671283958800167,-0.49397619743508525,-0.19556051634407481,-0.36260256566749416,-0.9504638381174736,-0.08434881102440192,-0.7395704503769633,-0.9341639144381613
1,33.67,2.165,1,1,Energy,White,1.5,0,0,0,0,Temporary,00120,0,0,0.1753320253275156,-0.522755076891354,-0.2166024966485871,-0.49397619743508525,-0.19556051634407481,0.3588420110250644,-0.30101907358731006,0.10632969892221877,-0.7395704503769633,-0.9341639144381613
1,24.58,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,00110,0,0,-0.5906388483105384,-0.7066799901227625,-0.5901485523926714,-0.49397619743508525,-0.19556051634407481,-0.5410763305583949,-0.7075534726167906,-0.8123325049583112,-0.7395704503769633,-0.9341639144381613
0,27.67,2.04,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,00180,50,0,-0.3302593104071733,-0.5478814311579399,-0.5901485523926714,-0.49397619743508525,-0.18596351039524694,-0.20355812613890187,-0.34902735826019265,-0.8123325049583112,-0.7395704503769633,0.29976940756895865
1,37.5,0.835,1,1,Education,White,0.04,0,0,0,0,ByBirth,00120,5,0,0.49806782797149185,-0.7900994862878276,-0.6529042897576776,-0.49397619743508525,-0.19460081574919202,0.6689628681111119,-0.9504638381174736,-1.0560945292262123,-0.7395704503769633,-0.3718521741358917
1,49.17,2.29,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,00200,3,0,1.481442975975462,-0.49762872262476815,-0.5781950786088607,-0.49397619743508525,-0.19498469598714516,1.4525528565560089,-0.2548706081437956,-0.7705857652879792,-0.7395704503769633,-0.49910016388441425
1,33.58,0.335,0,0,InformationTechnology,White,0.085,0,0,0,0,ByBirth,00180,0,0,0.16774815529149498,-0.890604903354171,-0.6394566317508905,-0.49397619743508525,-0.19556051634407481,0.351149092675634,-1.3294652983202053,-0.9999536908137862,-0.7395704503769633,-0.9341639144381613
1,51.83,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,00180,4,0,1.7055884681511737,-0.3549110303905605,-0.2166024966485871,-0.49397619743508525,-0.1947927558681686,1.6054534378513083,-0.02206208729037201,0.10632969892221877,-0.7395704503769633,-0.42907054169925507
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,00160,1058,0,-0.730519117863802,-0.32174424275866714,-0.615549684183269,-0.49397619743508525,0.007512129533123156,-0.7396556055075494,0.026096760307008252,-0.9056668761680456,-0.7395704503769633,1.2517022789564403
1,21.83,1.54,1,1,Financials,White,0.085,0,0,0,1,ByBirth,00356,0,0,-0.8223682105222708,-0.6483868482242833,-0.6394566317508905,-0.49397619743508525,-0.19556051634407481,-0.8776914078828045,-0.5631149102280378,-0.9999536908137862,-0.7395704503769633,-0.9341639144381613
1,25.25,1.0,1,1,ConsumerStaples,White,0.5,0,0,0,0,ByBirth,00200,0,0,-0.534181149153498,-0.7569326986559342,-0.5154393412438545,-0.49397619743508525,-0.19556051634407481,-0.4645543973678673,-0.8478807018944824,-0.5706927379986325,-0.7395704503769633,-0.9341639144381613
1,58.58,2.71,1,1,Energy,White,2.415,0,0,0,1,ByBirth,00320,0,0,2.274378720852699,-0.41320417228903966,0.05683321615608261,-0.49397619743508525,-0.19556051634407481,1.9613221260309672,-0.11173014398173102,0.5196886324844578,-0.7395704503769633,-0.9341639144381613
1,19.0,0.0,0,0,Healthcare,Latino,0.0,0,1,4,0,ByBirth,00045,1,0,-1.0608387905437988,-0.957943532788621,-0.6648577635414882,0.32862102318793285,-0.19536857622509826,-1.2693789329838936,-1.673699316498593,-1.108075678098596,0.994359622732313,-0.7166320391612877
1,19.58,0.585,1,1,Healthcare,Latino,0.0,0,1,3,0,ByBirth,00350,769,0,-1.011964961422779,-0.8403521948209992,-0.6648577635414882,0.12297171803217832,-0.047958564851102004,-1.1847704957977814,-1.1249570178404265,-1.108075678098596,0.7539556212763365,1.1516871617348512
0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,00062,27,0,1.831986302084846,-0.9247767451567277,-0.6648577635414882,-0.49397619743508525,-0.19037813313170776,1.6883153723450257,-1.4917467384041723,-1.108075678098596,-0.7395704503769633,0.11158901687853737
0,27.17,1.25,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,00092,300,0,-0.37239192171839736,-0.7066799901227625,-0.6648577635414882,-0.2883268922793307,-0.13797848065110754,-0.2556290501251627,-0.7075534726167906,-1.108075678098596,0.007192585449686604,0.8569108141639417
1,25.92,0.875,1,1,Financials,White,0.375,0,1,2,1,ByBirth,00174,3,0,-0.47772344999645755,-0.78205905292252,-0.552793946818263,-0.0826775871235762,-0.19498469598714516,-0.3899611906580239,-0.9247721812356696,-0.6860132147888574,0.44402095833296623,-0.49910016388441425
1,23.08,0.0,1,1,Financials,White,1.0,0,1,11,0,ByOtherMeans,00000,0,0,-0.7170366822442106,-0.957943532788621,-0.3660209189462208,1.7681661592782147,-0.19556051634407481,-0.7199246325867877,-1.673699316498593,-0.18941347421806598,1.937547029986266,-0.9341639144381613
1,39.58,5.0,1,1,Healthcare,Latino,0.0,0,1,2,0,ByBirth,00017,1,0,0.6733394910261838,0.04711063787481323,-0.6648577635414882,-0.0826775871235762,-0.19536857622509826,0.8246902572195917,0.46101083465052917,-1.108075678098596,0.44402095833296623,-0.7166320391612877
1,30.58,2.71,0,0,CommunicationServices,White,0.125,0,0,0,1,ByOtherMeans,00080,0,0,-0.08504751257584947,-0.41320417228903966,-0.6275031579670798,-0.49397619743508525,-0.19556051634407481,0.08255786367585248,-0.11173014398173102,-0.951972001779199,-0.7395704503769633,-0.9341639144381613
